wav_filename,transcript,wav_filesize
/mnist_rasterized_images/image_147.wav,one,16000
/mnist_rasterized_images/image_148.wav,one,16000
/mnist_rasterized_images/image_149.wav,one,16000
/mnist_rasterized_images/image_150.wav,one,16000
/mnist_rasterized_images/image_151.wav,one,16000
/mnist_rasterized_images/image_152.wav,one,16000
/mnist_rasterized_images/image_153.wav,one,16000
/mnist_rasterized_images/image_154.wav,one,16000
/mnist_rasterized_images/image_155.wav,one,16000
/mnist_rasterized_images/image_156.wav,one,16000
/mnist_rasterized_images/image_157.wav,one,16000
/mnist_rasterized_images/image_158.wav,one,16000
/mnist_rasterized_images/image_159.wav,one,16000
/mnist_rasterized_images/image_160.wav,one,16000
/mnist_rasterized_images/image_161.wav,one,16000
/mnist_rasterized_images/image_162.wav,one,16000
/mnist_rasterized_images/image_163.wav,one,16000
/mnist_rasterized_images/image_164.wav,one,16000
/mnist_rasterized_images/image_165.wav,one,16000
/mnist_rasterized_images/image_166.wav,one,16000
/mnist_rasterized_images/image_167.wav,one,16000
/mnist_rasterized_images/image_168.wav,one,16000
/mnist_rasterized_images/image_169.wav,one,16000
/mnist_rasterized_images/image_170.wav,one,16000
/mnist_rasterized_images/image_171.wav,one,16000
/mnist_rasterized_images/image_172.wav,one,16000
/mnist_rasterized_images/image_173.wav,one,16000
/mnist_rasterized_images/image_174.wav,one,16000
/mnist_rasterized_images/image_175.wav,one,16000
/mnist_rasterized_images/image_176.wav,one,16000
/mnist_rasterized_images/image_177.wav,one,16000
/mnist_rasterized_images/image_178.wav,one,16000
/mnist_rasterized_images/image_179.wav,one,16000
/mnist_rasterized_images/image_180.wav,one,16000
/mnist_rasterized_images/image_181.wav,one,16000
/mnist_rasterized_images/image_182.wav,one,16000
/mnist_rasterized_images/image_183.wav,one,16000
/mnist_rasterized_images/image_184.wav,one,16000
/mnist_rasterized_images/image_185.wav,one,16000
/mnist_rasterized_images/image_186.wav,one,16000
/mnist_rasterized_images/image_187.wav,one,16000
/mnist_rasterized_images/image_188.wav,one,16000
/mnist_rasterized_images/image_189.wav,one,16000
/mnist_rasterized_images/image_190.wav,one,16000
/mnist_rasterized_images/image_191.wav,one,16000
/mnist_rasterized_images/image_192.wav,one,16000
/mnist_rasterized_images/image_193.wav,one,16000
/mnist_rasterized_images/image_194.wav,one,16000
/mnist_rasterized_images/image_195.wav,one,16000
/mnist_rasterized_images/image_196.wav,one,16000
/mnist_rasterized_images/image_197.wav,one,16000
/mnist_rasterized_images/image_198.wav,one,16000
/mnist_rasterized_images/image_199.wav,one,16000
/mnist_rasterized_images/image_200.wav,one,16000
/mnist_rasterized_images/image_201.wav,one,16000
/mnist_rasterized_images/image_202.wav,one,16000
/mnist_rasterized_images/image_203.wav,one,16000
/mnist_rasterized_images/image_204.wav,one,16000
/mnist_rasterized_images/image_205.wav,one,16000
/mnist_rasterized_images/image_206.wav,one,16000
/mnist_rasterized_images/image_207.wav,one,16000
/mnist_rasterized_images/image_208.wav,one,16000
/mnist_rasterized_images/image_209.wav,one,16000
/mnist_rasterized_images/image_210.wav,one,16000
/mnist_rasterized_images/image_211.wav,one,16000
/mnist_rasterized_images/image_212.wav,one,16000
/mnist_rasterized_images/image_213.wav,one,16000
/mnist_rasterized_images/image_214.wav,one,16000
/mnist_rasterized_images/image_215.wav,one,16000
/mnist_rasterized_images/image_216.wav,one,16000
/mnist_rasterized_images/image_217.wav,one,16000
/mnist_rasterized_images/image_218.wav,one,16000
/mnist_rasterized_images/image_219.wav,one,16000
/mnist_rasterized_images/image_220.wav,one,16000
/mnist_rasterized_images/image_221.wav,one,16000
/mnist_rasterized_images/image_222.wav,one,16000
/mnist_rasterized_images/image_223.wav,one,16000
/mnist_rasterized_images/image_224.wav,one,16000
/mnist_rasterized_images/image_225.wav,one,16000
/mnist_rasterized_images/image_226.wav,one,16000
/mnist_rasterized_images/image_227.wav,one,16000
/mnist_rasterized_images/image_228.wav,one,16000
/mnist_rasterized_images/image_229.wav,one,16000
/mnist_rasterized_images/image_230.wav,one,16000
/mnist_rasterized_images/image_231.wav,one,16000
/mnist_rasterized_images/image_232.wav,one,16000
/mnist_rasterized_images/image_233.wav,one,16000
/mnist_rasterized_images/image_234.wav,one,16000
/mnist_rasterized_images/image_235.wav,one,16000
/mnist_rasterized_images/image_236.wav,one,16000
/mnist_rasterized_images/image_237.wav,one,16000
/mnist_rasterized_images/image_238.wav,one,16000
/mnist_rasterized_images/image_239.wav,one,16000
/mnist_rasterized_images/image_240.wav,one,16000
/mnist_rasterized_images/image_241.wav,one,16000
/mnist_rasterized_images/image_242.wav,one,16000
/mnist_rasterized_images/image_243.wav,one,16000
/mnist_rasterized_images/image_244.wav,one,16000
/mnist_rasterized_images/image_245.wav,one,16000
/mnist_rasterized_images/image_246.wav,one,16000
/mnist_rasterized_images/image_247.wav,one,16000
/mnist_rasterized_images/image_248.wav,one,16000
/mnist_rasterized_images/image_249.wav,one,16000
/mnist_rasterized_images/image_250.wav,one,16000
/mnist_rasterized_images/image_251.wav,one,16000
/mnist_rasterized_images/image_252.wav,one,16000
/mnist_rasterized_images/image_253.wav,one,16000
/mnist_rasterized_images/image_254.wav,one,16000
/mnist_rasterized_images/image_255.wav,one,16000
/mnist_rasterized_images/image_256.wav,one,16000
/mnist_rasterized_images/image_257.wav,one,16000
/mnist_rasterized_images/image_258.wav,one,16000
/mnist_rasterized_images/image_259.wav,one,16000
/mnist_rasterized_images/image_260.wav,one,16000
/mnist_rasterized_images/image_261.wav,one,16000
/mnist_rasterized_images/image_262.wav,one,16000
/mnist_rasterized_images/image_263.wav,one,16000
/mnist_rasterized_images/image_264.wav,one,16000
/mnist_rasterized_images/image_265.wav,one,16000
/mnist_rasterized_images/image_266.wav,one,16000
/mnist_rasterized_images/image_267.wav,one,16000
/mnist_rasterized_images/image_268.wav,one,16000
/mnist_rasterized_images/image_269.wav,one,16000
/mnist_rasterized_images/image_270.wav,one,16000
/mnist_rasterized_images/image_271.wav,one,16000
/mnist_rasterized_images/image_272.wav,one,16000
/mnist_rasterized_images/image_273.wav,one,16000
/mnist_rasterized_images/image_274.wav,one,16000
/mnist_rasterized_images/image_275.wav,one,16000
/mnist_rasterized_images/image_276.wav,one,16000
/mnist_rasterized_images/image_277.wav,one,16000
/mnist_rasterized_images/image_278.wav,one,16000
/mnist_rasterized_images/image_279.wav,one,16000
/mnist_rasterized_images/image_280.wav,one,16000
/mnist_rasterized_images/image_281.wav,one,16000
/mnist_rasterized_images/image_282.wav,one,16000
/mnist_rasterized_images/image_283.wav,one,16000
/mnist_rasterized_images/image_284.wav,one,16000
/mnist_rasterized_images/image_285.wav,one,16000
/mnist_rasterized_images/image_286.wav,one,16000
/mnist_rasterized_images/image_287.wav,one,16000
/mnist_rasterized_images/image_288.wav,one,16000
/mnist_rasterized_images/image_289.wav,one,16000
/mnist_rasterized_images/image_290.wav,one,16000
/mnist_rasterized_images/image_291.wav,one,16000
/mnist_rasterized_images/image_292.wav,one,16000
/mnist_rasterized_images/image_293.wav,one,16000
/mnist_rasterized_images/image_294.wav,one,16000
/mnist_rasterized_images/image_295.wav,one,16000
/mnist_rasterized_images/image_296.wav,one,16000
/mnist_rasterized_images/image_297.wav,one,16000
/mnist_rasterized_images/image_298.wav,one,16000
/mnist_rasterized_images/image_299.wav,one,16000
/mnist_rasterized_images/image_300.wav,one,16000
/mnist_rasterized_images/image_301.wav,one,16000
/mnist_rasterized_images/image_302.wav,one,16000
/mnist_rasterized_images/image_303.wav,one,16000
/mnist_rasterized_images/image_304.wav,one,16000
/mnist_rasterized_images/image_305.wav,one,16000
/mnist_rasterized_images/image_306.wav,one,16000
/mnist_rasterized_images/image_307.wav,one,16000
/mnist_rasterized_images/image_308.wav,one,16000
/mnist_rasterized_images/image_309.wav,one,16000
/mnist_rasterized_images/image_310.wav,one,16000
/mnist_rasterized_images/image_311.wav,one,16000
/mnist_rasterized_images/image_312.wav,one,16000
/mnist_rasterized_images/image_313.wav,one,16000
/mnist_rasterized_images/image_314.wav,one,16000
/mnist_rasterized_images/image_315.wav,one,16000
/mnist_rasterized_images/image_316.wav,one,16000
/mnist_rasterized_images/image_317.wav,one,16000
/mnist_rasterized_images/image_318.wav,one,16000
/mnist_rasterized_images/image_319.wav,one,16000
/mnist_rasterized_images/image_320.wav,one,16000
/mnist_rasterized_images/image_321.wav,one,16000
/mnist_rasterized_images/image_322.wav,one,16000
/mnist_rasterized_images/image_323.wav,one,16000
/mnist_rasterized_images/image_324.wav,one,16000
/mnist_rasterized_images/image_325.wav,one,16000
/mnist_rasterized_images/image_326.wav,one,16000
/mnist_rasterized_images/image_327.wav,one,16000
/mnist_rasterized_images/image_328.wav,one,16000
/mnist_rasterized_images/image_329.wav,one,16000
/mnist_rasterized_images/image_330.wav,one,16000
/mnist_rasterized_images/image_331.wav,one,16000
/mnist_rasterized_images/image_332.wav,one,16000
/mnist_rasterized_images/image_333.wav,one,16000
/mnist_rasterized_images/image_334.wav,one,16000
/mnist_rasterized_images/image_335.wav,one,16000
/mnist_rasterized_images/image_336.wav,one,16000
/mnist_rasterized_images/image_337.wav,one,16000
/mnist_rasterized_images/image_338.wav,one,16000
/mnist_rasterized_images/image_339.wav,one,16000
/mnist_rasterized_images/image_340.wav,one,16000
/mnist_rasterized_images/image_341.wav,one,16000
/mnist_rasterized_images/image_342.wav,one,16000
/mnist_rasterized_images/image_343.wav,one,16000
/mnist_rasterized_images/image_344.wav,one,16000
/mnist_rasterized_images/image_345.wav,one,16000
/mnist_rasterized_images/image_346.wav,one,16000
/mnist_rasterized_images/image_347.wav,one,16000
/mnist_rasterized_images/image_348.wav,one,16000
/mnist_rasterized_images/image_349.wav,one,16000
/mnist_rasterized_images/image_350.wav,one,16000
/mnist_rasterized_images/image_351.wav,one,16000
/mnist_rasterized_images/image_352.wav,one,16000
/mnist_rasterized_images/image_353.wav,one,16000
/mnist_rasterized_images/image_354.wav,one,16000
/mnist_rasterized_images/image_355.wav,one,16000
/mnist_rasterized_images/image_356.wav,one,16000
/mnist_rasterized_images/image_357.wav,one,16000
/mnist_rasterized_images/image_358.wav,one,16000
/mnist_rasterized_images/image_359.wav,one,16000
/mnist_rasterized_images/image_360.wav,one,16000
/mnist_rasterized_images/image_361.wav,one,16000
/mnist_rasterized_images/image_362.wav,one,16000
/mnist_rasterized_images/image_363.wav,one,16000
/mnist_rasterized_images/image_364.wav,one,16000
/mnist_rasterized_images/image_365.wav,one,16000
/mnist_rasterized_images/image_366.wav,one,16000
/mnist_rasterized_images/image_367.wav,one,16000
/mnist_rasterized_images/image_368.wav,one,16000
/mnist_rasterized_images/image_369.wav,one,16000
/mnist_rasterized_images/image_370.wav,one,16000
/mnist_rasterized_images/image_371.wav,one,16000
/mnist_rasterized_images/image_372.wav,one,16000
/mnist_rasterized_images/image_373.wav,one,16000
/mnist_rasterized_images/image_374.wav,one,16000
/mnist_rasterized_images/image_375.wav,one,16000
/mnist_rasterized_images/image_376.wav,one,16000
/mnist_rasterized_images/image_377.wav,one,16000
/mnist_rasterized_images/image_378.wav,one,16000
/mnist_rasterized_images/image_379.wav,one,16000
/mnist_rasterized_images/image_380.wav,one,16000
/mnist_rasterized_images/image_381.wav,one,16000
/mnist_rasterized_images/image_382.wav,one,16000
/mnist_rasterized_images/image_383.wav,one,16000
/mnist_rasterized_images/image_384.wav,one,16000
/mnist_rasterized_images/image_385.wav,one,16000
/mnist_rasterized_images/image_386.wav,one,16000
/mnist_rasterized_images/image_387.wav,one,16000
/mnist_rasterized_images/image_388.wav,one,16000
/mnist_rasterized_images/image_389.wav,one,16000
/mnist_rasterized_images/image_390.wav,one,16000
/mnist_rasterized_images/image_391.wav,one,16000
/mnist_rasterized_images/image_392.wav,one,16000
/mnist_rasterized_images/image_393.wav,one,16000
/mnist_rasterized_images/image_394.wav,one,16000
/mnist_rasterized_images/image_395.wav,one,16000
/mnist_rasterized_images/image_396.wav,one,16000
/mnist_rasterized_images/image_397.wav,one,16000
/mnist_rasterized_images/image_398.wav,one,16000
/mnist_rasterized_images/image_399.wav,one,16000
/mnist_rasterized_images/image_400.wav,one,16000
/mnist_rasterized_images/image_401.wav,one,16000
/mnist_rasterized_images/image_402.wav,one,16000
/mnist_rasterized_images/image_403.wav,one,16000
/mnist_rasterized_images/image_404.wav,one,16000
/mnist_rasterized_images/image_405.wav,one,16000
/mnist_rasterized_images/image_406.wav,one,16000
/mnist_rasterized_images/image_407.wav,one,16000
/mnist_rasterized_images/image_408.wav,one,16000
/mnist_rasterized_images/image_409.wav,one,16000
/mnist_rasterized_images/image_410.wav,one,16000
/mnist_rasterized_images/image_411.wav,one,16000
/mnist_rasterized_images/image_412.wav,one,16000
/mnist_rasterized_images/image_413.wav,one,16000
/mnist_rasterized_images/image_414.wav,one,16000
/mnist_rasterized_images/image_415.wav,one,16000
/mnist_rasterized_images/image_416.wav,one,16000
/mnist_rasterized_images/image_417.wav,one,16000
/mnist_rasterized_images/image_418.wav,one,16000
/mnist_rasterized_images/image_419.wav,one,16000
/mnist_rasterized_images/image_420.wav,one,16000
/mnist_rasterized_images/image_421.wav,one,16000
/mnist_rasterized_images/image_422.wav,one,16000
/mnist_rasterized_images/image_423.wav,one,16000
/mnist_rasterized_images/image_424.wav,one,16000
/mnist_rasterized_images/image_425.wav,one,16000
/mnist_rasterized_images/image_426.wav,one,16000
/mnist_rasterized_images/image_427.wav,one,16000
/mnist_rasterized_images/image_428.wav,one,16000
/mnist_rasterized_images/image_429.wav,one,16000
/mnist_rasterized_images/image_430.wav,one,16000
/mnist_rasterized_images/image_431.wav,one,16000
/mnist_rasterized_images/image_432.wav,one,16000
/mnist_rasterized_images/image_433.wav,one,16000
/mnist_rasterized_images/image_434.wav,one,16000
/mnist_rasterized_images/image_435.wav,one,16000
/mnist_rasterized_images/image_436.wav,one,16000
/mnist_rasterized_images/image_437.wav,one,16000
/mnist_rasterized_images/image_438.wav,one,16000
/mnist_rasterized_images/image_439.wav,one,16000
/mnist_rasterized_images/image_440.wav,one,16000
/mnist_rasterized_images/image_441.wav,one,16000
/mnist_rasterized_images/image_442.wav,one,16000
/mnist_rasterized_images/image_443.wav,one,16000
/mnist_rasterized_images/image_444.wav,one,16000
/mnist_rasterized_images/image_445.wav,one,16000
/mnist_rasterized_images/image_446.wav,one,16000
/mnist_rasterized_images/image_447.wav,one,16000
/mnist_rasterized_images/image_448.wav,one,16000
/mnist_rasterized_images/image_449.wav,one,16000
/mnist_rasterized_images/image_450.wav,one,16000
/mnist_rasterized_images/image_451.wav,one,16000
/mnist_rasterized_images/image_452.wav,one,16000
/mnist_rasterized_images/image_453.wav,one,16000
/mnist_rasterized_images/image_454.wav,one,16000
/mnist_rasterized_images/image_455.wav,one,16000
/mnist_rasterized_images/image_456.wav,one,16000
/mnist_rasterized_images/image_457.wav,one,16000
/mnist_rasterized_images/image_458.wav,one,16000
/mnist_rasterized_images/image_459.wav,one,16000
/mnist_rasterized_images/image_460.wav,one,16000
/mnist_rasterized_images/image_461.wav,one,16000
/mnist_rasterized_images/image_462.wav,one,16000
/mnist_rasterized_images/image_463.wav,one,16000
/mnist_rasterized_images/image_464.wav,one,16000
/mnist_rasterized_images/image_465.wav,one,16000
/mnist_rasterized_images/image_466.wav,one,16000
/mnist_rasterized_images/image_467.wav,one,16000
/mnist_rasterized_images/image_468.wav,one,16000
/mnist_rasterized_images/image_469.wav,one,16000
/mnist_rasterized_images/image_470.wav,one,16000
/mnist_rasterized_images/image_471.wav,one,16000
/mnist_rasterized_images/image_472.wav,one,16000
/mnist_rasterized_images/image_473.wav,one,16000
/mnist_rasterized_images/image_474.wav,one,16000
/mnist_rasterized_images/image_475.wav,one,16000
/mnist_rasterized_images/image_476.wav,one,16000
/mnist_rasterized_images/image_477.wav,one,16000
/mnist_rasterized_images/image_478.wav,one,16000
/mnist_rasterized_images/image_479.wav,one,16000
/mnist_rasterized_images/image_480.wav,one,16000
/mnist_rasterized_images/image_481.wav,one,16000
/mnist_rasterized_images/image_482.wav,one,16000
/mnist_rasterized_images/image_483.wav,one,16000
/mnist_rasterized_images/image_484.wav,one,16000
/mnist_rasterized_images/image_485.wav,one,16000
/mnist_rasterized_images/image_486.wav,one,16000
/mnist_rasterized_images/image_487.wav,one,16000
/mnist_rasterized_images/image_488.wav,one,16000
/mnist_rasterized_images/image_489.wav,one,16000
/mnist_rasterized_images/image_490.wav,one,16000
/mnist_rasterized_images/image_491.wav,one,16000
/mnist_rasterized_images/image_492.wav,one,16000
/mnist_rasterized_images/image_493.wav,one,16000
/mnist_rasterized_images/image_494.wav,one,16000
/mnist_rasterized_images/image_495.wav,one,16000
/mnist_rasterized_images/image_496.wav,one,16000
/mnist_rasterized_images/image_497.wav,one,16000
/mnist_rasterized_images/image_498.wav,one,16000
/mnist_rasterized_images/image_499.wav,one,16000
/mnist_rasterized_images/image_500.wav,one,16000
/mnist_rasterized_images/image_501.wav,one,16000
/mnist_rasterized_images/image_502.wav,one,16000
/mnist_rasterized_images/image_503.wav,one,16000
/mnist_rasterized_images/image_504.wav,one,16000
/mnist_rasterized_images/image_505.wav,one,16000
/mnist_rasterized_images/image_506.wav,one,16000
/mnist_rasterized_images/image_507.wav,one,16000
/mnist_rasterized_images/image_508.wav,one,16000
/mnist_rasterized_images/image_509.wav,one,16000
/mnist_rasterized_images/image_510.wav,one,16000
/mnist_rasterized_images/image_511.wav,one,16000
/mnist_rasterized_images/image_512.wav,one,16000
/mnist_rasterized_images/image_513.wav,one,16000
/mnist_rasterized_images/image_514.wav,one,16000
/mnist_rasterized_images/image_515.wav,one,16000
/mnist_rasterized_images/image_516.wav,one,16000
/mnist_rasterized_images/image_517.wav,one,16000
/mnist_rasterized_images/image_518.wav,one,16000
/mnist_rasterized_images/image_519.wav,one,16000
/mnist_rasterized_images/image_520.wav,one,16000
/mnist_rasterized_images/image_521.wav,one,16000
/mnist_rasterized_images/image_522.wav,one,16000
/mnist_rasterized_images/image_523.wav,one,16000
/mnist_rasterized_images/image_524.wav,one,16000
/mnist_rasterized_images/image_525.wav,one,16000
/mnist_rasterized_images/image_526.wav,one,16000
/mnist_rasterized_images/image_527.wav,one,16000
/mnist_rasterized_images/image_528.wav,one,16000
/mnist_rasterized_images/image_529.wav,one,16000
/mnist_rasterized_images/image_530.wav,one,16000
/mnist_rasterized_images/image_531.wav,one,16000
/mnist_rasterized_images/image_532.wav,one,16000
/mnist_rasterized_images/image_533.wav,one,16000
/mnist_rasterized_images/image_534.wav,one,16000
/mnist_rasterized_images/image_535.wav,one,16000
/mnist_rasterized_images/image_536.wav,one,16000
/mnist_rasterized_images/image_537.wav,one,16000
/mnist_rasterized_images/image_538.wav,one,16000
/mnist_rasterized_images/image_539.wav,one,16000
/mnist_rasterized_images/image_540.wav,one,16000
/mnist_rasterized_images/image_541.wav,one,16000
/mnist_rasterized_images/image_542.wav,one,16000
/mnist_rasterized_images/image_543.wav,one,16000
/mnist_rasterized_images/image_544.wav,one,16000
/mnist_rasterized_images/image_545.wav,one,16000
/mnist_rasterized_images/image_546.wav,one,16000
/mnist_rasterized_images/image_547.wav,one,16000
/mnist_rasterized_images/image_548.wav,one,16000
/mnist_rasterized_images/image_549.wav,one,16000
/mnist_rasterized_images/image_550.wav,one,16000
/mnist_rasterized_images/image_551.wav,one,16000
/mnist_rasterized_images/image_552.wav,one,16000
/mnist_rasterized_images/image_553.wav,one,16000
/mnist_rasterized_images/image_554.wav,one,16000
/mnist_rasterized_images/image_555.wav,one,16000
/mnist_rasterized_images/image_556.wav,one,16000
/mnist_rasterized_images/image_557.wav,one,16000
/mnist_rasterized_images/image_558.wav,one,16000
/mnist_rasterized_images/image_559.wav,one,16000
/mnist_rasterized_images/image_560.wav,one,16000
/mnist_rasterized_images/image_561.wav,one,16000
/mnist_rasterized_images/image_562.wav,one,16000
/mnist_rasterized_images/image_563.wav,one,16000
/mnist_rasterized_images/image_564.wav,one,16000
/mnist_rasterized_images/image_565.wav,one,16000
/mnist_rasterized_images/image_566.wav,one,16000
/mnist_rasterized_images/image_567.wav,one,16000
/mnist_rasterized_images/image_568.wav,one,16000
/mnist_rasterized_images/image_569.wav,one,16000
/mnist_rasterized_images/image_570.wav,one,16000
/mnist_rasterized_images/image_571.wav,one,16000
/mnist_rasterized_images/image_572.wav,one,16000
/mnist_rasterized_images/image_573.wav,one,16000
/mnist_rasterized_images/image_574.wav,one,16000
/mnist_rasterized_images/image_575.wav,one,16000
/mnist_rasterized_images/image_576.wav,one,16000
/mnist_rasterized_images/image_577.wav,one,16000
/mnist_rasterized_images/image_578.wav,one,16000
/mnist_rasterized_images/image_579.wav,one,16000
/mnist_rasterized_images/image_580.wav,one,16000
/mnist_rasterized_images/image_581.wav,one,16000
